, Open, High, Low, Close, Volume
11/01/21, 381.6667, 403.25, 372.8867, 402.8633, 168146152.123762
10/29/21, 360.62, 371.7367, 357.735, 371.3333, 89755257.3970976
10/28/21, 356.1017, 360.3333, 351.40, 359.0133, 81639501.6324544
10/27/21, 346.5533, 356.96, 343.5933, 345.9533, 115579379.648198
10/26/21, 341.5633, 364.98, 333.8133, 339.4767, 187244901.569898
10/25/21, 316.8433, 348.34, 314.7333, 341.62, 188556288.531868
10/22/21, 298.50, 303.3333, 296.9867, 303.2267, 68642518.009367
10/21/21, 285.3333, 300.00, 285.1682, 298.00, 94444338.2611142
10/20/21, 288.45, 289.83, 285.7933, 288.60, 42096148.7792117
10/19/21, 292.51, 292.65, 287.5034, 288.09, 52143391.4878416
10/18/21, 283.93, 291.7534, 283.8233, 290.0367, 72621717.8939702
10/15/21, 274.5793, 281.07, 274.1167, 281.01, 56773708.3535625
10/14/21, 271.83, 273.4167, 271.1167, 272.7733, 36741508.9344962
10/13/21, 270.1567, 271.8033, 268.5933, 270.36, 42360238.7715531
10/12/21, 266.9767, 270.7733, 265.5233, 268.5733, 66060115.0842567
10/11/21, 262.55, 267.08, 261.8333, 263.98, 42600958.7645722
10/08/21, 265.4033, 265.46, 260.3033, 261.83, 50215798.5437418
10/07/21, 261.82, 268.3333, 261.1267, 264.5367, 57587335.3299673
10/06/21, 258.7333, 262.22, 257.74, 260.9167, 43898308.726949
10/05/21, 261.5987, 265.77, 258.0667, 260.1967, 55297891.3963612
10/04/21, 265.50, 268.99, 258.7067, 260.51, 91450017.3479495
10/01/21, 259.4667, 260.26, 254.53, 258.4067, 51094228.5182674
09/30/21, 260.3333, 263.0435, 258.3333, 258.4933, 53867881.4378314
09/29/21, 259.9333, 264.50, 256.8933, 260.4367, 62828641.1779694
09/28/21, 262.40, 265.2133, 255.3934, 259.1867, 76144257.7918165
09/27/21, 257.7067, 266.3333, 256.4367, 263.7867, 84211977.5578526
09/24/21, 248.63, 258.2667, 248.1867, 258.13, 64119058.1405473
09/23/21, 251.6667, 252.7333, 249.3067, 251.2133, 35842588.9605649
09/22/21, 247.8421, 251.2233, 246.3733, 250.6467, 45378808.6840146
09/21/21, 244.93, 248.2466, 243.48, 246.46, 48992158.5792274
09/20/21, 244.8526, 247.3333, 239.5416, 243.39, 74272941.8460847
09/17/21, 252.3833, 253.68, 250.00, 253.1633, 84612537.5462364
09/16/21, 250.9433, 252.97, 249.2033, 252.33, 41770168.7886651
09/15/21, 248.3333, 252.2867, 246.12, 251.9433, 46073068.663881
09/14/21, 247.5233, 251.49, 245.4667, 248.1633, 55574641.3883354
09/13/21, 246.738, 248.26, 236.2833, 247.6667, 68857438.0031343
09/10/21, 253.20, 254.2033, 244.84, 245.4233, 45552508.6789772
09/09/21, 251.1367, 254.0333, 250.5434, 251.62, 42233188.7752375
09/08/21, 253.86, 254.8167, 246.9244, 251.29, 56379115.3650057
09/07/21, 246.6667, 253.40, 246.42, 250.9733, 60119488.2565348
09/03/21, 244.083, 244.6667, 241.40, 244.5233, 45813148.6714187
09/02/21, 244.8333, 246.99, 243.5133, 244.13, 38390218.8866836
09/01/21, 244.6933, 247.33, 243.7567, 244.6967, 39613018.8512225
08/31/21, 244.3333, 246.7967, 242.1467, 245.24, 62566315.1855769
08/30/21, 238.2383, 243.6667, 237.5767, 243.6367, 55812661.3814328
08/27/21, 235.00, 238.3333, 234.0334, 237.3067, 41501278.7964629
08/26/21, 236.1033, 238.4667, 232.54, 233.72, 39642868.8503568
08/25/21, 235.6767, 238.99, 234.6667, 237.0667, 37936678.8998363
08/24/21, 236.8933, 238.4067, 234.2133, 236.1633, 39249208.861773
08/23/21, 228.4807, 237.3766, 226.9168, 235.4333, 60794575.2369573
08/20/21, 227.6167, 230.71, 224.5667, 226.7533, 44525608.7087574
08/19/21, 226.07, 228.85, 222.53, 224.49, 42940468.7547264
08/18/21, 223.2493, 231.9233, 223.1167, 229.6633, 61048141.2296039
08/17/21, 224.22, 224.86, 216.28, 221.9033, 71163834.9362488
08/16/21, 235.0233, 236.50, 225.4667, 228.7233, 69309900.9900129
08/13/21, 241.2367, 243.30, 238.1133, 239.0567, 50194411.5443621
08/12/21, 235.4467, 240.9333, 233.1333, 240.75, 53045065.4616931
08/11/21, 237.57, 238.3933, 234.7367, 235.94, 29401673.1473515
08/10/21, 237.9967, 238.8633, 233.96, 236.6633, 40296928.8313891
08/09/21, 236.7233, 239.6767, 235.0433, 237.92, 44146048.7197646
08/06/21, 237.30, 238.7767, 232.5433, 233.0333, 46869148.6407947
08/05/21, 238.6667, 240.3166, 237.1367, 238.21, 38758918.8759914
08/04/21, 237.00, 241.6333, 236.31, 236.9733, 51007948.5207695
08/03/21, 239.6667, 240.8833, 233.67, 236.58, 64860748.1190383
08/02/21, 233.3333, 242.3133, 232.80, 236.5567, 100847307.075428
07/30/21, 223.9193, 232.51, 223.00, 229.0667, 88969221.4198926
07/29/21, 216.5967, 227.8967, 216.2667, 225.7833, 91183920.3556663
07/28/21, 215.665, 218.3233, 213.1334, 215.66, 48019798.6074258
07/27/21, 221.1333, 222.1667, 209.08, 214.9267, 98439864.1452439
07/26/21, 216.99, 222.7333, 215.7033, 219.2067, 76009680.7957192
07/23/21, 215.4533, 216.2667, 212.4334, 214.46, 43814818.7293703
07/22/21, 218.8143, 220.7233, 214.8667, 216.42, 45317188.6858015
07/21/21, 219.87, 221.62, 216.7634, 218.43, 41860018.7860595
07/20/21, 217.33, 220.7972, 213.5003, 220.1667, 46461388.6526197
07/19/21, 209.9633, 215.7333, 207.0967, 215.4067, 63891268.1471532
07/16/21, 218.2267, 218.90, 214.0667, 214.74, 49112908.5757256
07/15/21, 219.4633, 222.0467, 212.6267, 216.8667, 60628708.2417675
07/14/21, 223.5833, 226.2033, 217.6133, 217.7933, 64923565.1172166
07/13/21, 228.7733, 231.0933, 222.0986, 222.8467, 62898268.1759502
07/12/21, 220.7333, 229.08, 220.7203, 228.5667, 77781114.7443477
07/09/21, 217.7283, 219.6367, 214.8967, 218.9833, 54421651.4217721
07/08/21, 209.4567, 218.1433, 206.82, 217.6033, 68319958.0187212
07/07/21, 221.4233, 221.90, 212.7733, 214.8833, 56375881.3650994
07/06/21, 227.2372, 228.00, 217.1334, 219.86, 69853338.9742532
07/02/21, 226.3267, 233.3333, 224.42, 226.30, 81292098.6425291
07/01/21, 227.9733, 229.33, 224.2667, 225.9733, 55903558.3787968
06/30/21, 226.59, 230.9367, 226.0467, 226.5667, 56774575.3535373
06/29/21, 228.2167, 229.17, 225.2967, 226.92, 52143931.487826
06/28/21, 223.88, 231.5666, 223.44, 229.5733, 64884478.1183501
06/25/21, 229.86, 231.27, 222.90, 223.9567, 97490130.1727862
06/24/21, 224.9967, 232.54, 222.5367, 226.6067, 137947168.999532
06/23/21, 210.6667, 219.068, 210.0133, 218.8567, 93297687.2943671
06/22/21, 206.0833, 209.5231, 205.1667, 207.9033, 57476671.3331765
06/21/21, 208.16, 210.4633, 202.96, 206.9433, 74438217.8412917
06/18/21, 204.4567, 209.45, 203.9333, 207.77, 73682727.8632009
06/17/21, 200.6293, 207.1567, 200.4467, 205.5333, 68104048.0249826
06/16/21, 199.1783, 202.8333, 197.8333, 201.6233, 66432391.0734607
06/15/21, 205.5633, 205.5967, 199.41, 199.7867, 53292448.454519
06/14/21, 204.0767, 208.4967, 203.06, 205.8967, 61271938.2231138
06/11/21, 203.41, 204.1867, 200.5067, 203.2967, 48615898.5901389
06/10/21, 201.2933, 205.53, 200.1667, 203.3733, 71758818.9189942
06/09/21, 200.7233, 203.93, 199.21, 199.5933, 49753708.5571424
06/08/21, 207.67, 207.6967, 198.50, 201.1967, 78160221.7333536
06/07/21, 197.275, 203.3333, 194.2933, 201.71, 67631038.0386999
06/04/21, 193.2367, 200.2033, 192.40, 199.6833, 72110697.9087898
06/03/21, 200.60, 201.5167, 190.4067, 190.9467, 90335664.3802657
06/02/21, 206.71, 207.7867, 199.7133, 201.7067, 69908334.9726583
06/01/21, 209.2667, 211.2667, 206.85, 207.9667, 54254671.4266145
05/28/21, 209.50, 211.8633, 207.46, 208.4067, 68211115.0218777
05/27/21, 206.7467, 210.3767, 205.4033, 210.2833, 79111767.7057587
05/26/21, 202.52, 208.7233, 200.50, 206.3767, 85917930.50838
05/25/21, 202.4367, 204.6633, 198.57, 201.5633, 84017781.5634844
05/24/21, 193.8667, 204.8267, 191.2167, 202.1467, 103674266.993446
05/21/21, 198.7033, 198.8933, 193.3333, 193.6267, 78091797.7353379
05/20/21, 191.6667, 196.2833, 190.3567, 195.5933, 92463354.3185627
05/19/21, 184.1833, 188.7367, 182.3267, 187.82, 118735190.556679
05/18/21, 189.3333, 198.75, 187.7933, 192.6233, 110491694.795741
05/17/21, 191.851, 196.5767, 187.0667, 192.2767, 96743400.1944414
05/14/21, 194.47, 197.6233, 190.1533, 196.58, 100112574.096735
05/13/21, 200.515, 202.1533, 186.55, 190.5633, 132554762.155912
05/12/21, 200.83, 206.8033, 195.5883, 196.63, 101470941.057343
05/11/21, 199.7467, 209.0333, 198.5333, 205.7333, 139511689.954161
05/10/21, 221.6333, 221.6833, 209.2034, 209.68, 94177257.2688595
05/07/21, 221.9333, 230.00, 220.0733, 224.1233, 70407501.9581824
05/06/21, 226.92, 227.0067, 216.6667, 221.18, 83353854.5827382
05/05/21, 227.02, 228.4318, 222.4467, 223.6467, 65705671.0945355
05/04/21, 226.3133, 227.8155, 219.2337, 224.5333, 89217957.4126792
05/03/21, 234.60, 235.3333, 226.8333, 228.30, 81129420.6472468
04/30/21, 222.53, 238.49, 222.0467, 236.48, 122276153.453992
04/29/21, 233.17, 234.0833, 222.8334, 225.6667, 86536338.4904462
04/28/21, 232.1367, 236.1667, 231.20, 231.4667, 66813151.0624186
04/27/21, 239.32, 241.3333, 234.45, 234.9133, 88310997.4389811
04/26/21, 247.00, 249.7667, 244.2018, 246.0667, 93115497.2996506
04/23/21, 239.9333, 245.7867, 238.4867, 243.1333, 85241664.5279917
04/22/21, 247.1667, 251.2567, 239.3467, 239.8967, 106770782.903647
04/21/21, 234.9233, 248.28, 232.6667, 248.04, 93646527.2842507
04/20/21, 239.14, 245.75, 236.895, 239.6633, 106827113.902014
04/19/21, 239.8667, 241.80, 230.60, 238.21, 119058686.547298
04/16/21, 242.8833, 249.8033, 241.5333, 246.5933, 83938578.5657812
04/15/21, 247.70, 247.8967, 240.4367, 246.2833, 83546697.5771458
04/14/21, 256.90, 260.2633, 242.6767, 244.0767, 147052297.735483
04/13/21, 237.5667, 254.3333, 236.8867, 254.1067, 133958423.115206
04/12/21, 228.5667, 234.9333, 227.3633, 233.9933, 87407007.4651968
04/09/21, 225.9233, 226.99, 223.1433, 225.6733, 64311268.1349732
04/08/21, 225.7933, 229.85, 223.8817, 227.9333, 71772981.9185835
04/07/21, 229.00, 230.46, 222.6133, 223.6567, 78928287.7110796
04/06/21, 230.10, 232.1833, 227.1233, 230.54, 84815517.54035
04/05/21, 235.9033, 236.0533, 228.2333, 230.35, 125528306.359679
04/01/21, 229.4567, 230.8068, 219.8067, 220.5833, 105895133.929041
03/31/21, 215.54, 224.00, 213.7033, 222.6433, 100011864.099656
03/30/21, 200.5833, 212.5533, 197.0033, 211.8733, 118297073.569385
03/29/21, 205.2133, 205.4933, 198.6733, 203.7633, 85910967.5085819
03/26/21, 213.9567, 214.6067, 199.9633, 206.2367, 101558493.054804
03/25/21, 204.3333, 215.1667, 203.1667, 213.4633, 117674540.587438
03/24/21, 222.6367, 222.6733, 210.0367, 210.09, 101385501.05982
03/23/21, 225.2567, 225.9333, 219.17, 220.72, 91475604.3472075
03/22/21, 228.1967, 233.2067, 222.9167, 223.3333, 118536653.562437
03/19/21, 215.5333, 219.0767, 208.2067, 218.29, 128681936.268224
03/18/21, 228.0967, 229.7433, 217.3333, 217.72, 100107057.096895
03/17/21, 218.9567, 234.5767, 217.0033, 233.9367, 121117343.487597
03/16/21, 234.45, 235.9733, 223.6667, 225.6267, 96587007.1989768
03/15/21, 231.3633, 237.7267, 228.0133, 235.98, 88270437.4401573
03/12/21, 223.3333, 231.6267, 222.0465, 231.2433, 100751517.078206
03/11/21, 233.1333, 234.1667, 225.7267, 233.20, 108761657.845912
03/10/21, 233.4333, 239.2833, 218.3533, 222.6867, 181817010.727307
03/09/21, 202.7267, 226.03, 198.4033, 224.5267, 202569978.125471
03/08/21, 200.1833, 206.7083, 186.2633, 187.6667, 155360878.494535
03/05/21, 208.6867, 209.2806, 179.83, 199.3167, 268189375.222508
03/04/21, 218.60, 291.3134, 200.00, 207.1467, 197758587.265001
03/03/21, 229.33, 233.5667, 217.235, 217.7333, 90623880.3719075
03/02/21, 239.4267, 240.37, 228.3333, 228.8133, 71196477.9353021
03/01/21, 230.0367, 290.6667, 228.35, 239.4767, 81408717.6391472
02/26/21, 233.3333, 235.5667, 219.8367, 225.1667, 123267500.425242
02/25/21, 242.05, 245.7355, 223.5267, 227.4067, 117071573.604924
02/24/21, 237.2833, 248.3333, 231.39, 247.34, 110300855.801275
02/23/21, 220.71, 237.87, 206.3333, 232.9467, 199820643.205201
02/22/21, 254.2133, 256.1667, 236.7333, 238.1667, 111809153.757535
02/19/21, 265.00, 265.5966, 259.1234, 260.4333, 56874778.3506314
02/18/21, 260.30, 264.8967, 258.7567, 262.46, 53871181.4377357
02/17/21, 259.6967, 266.6133, 254.0033, 266.05, 78236697.7311358
02/16/21, 272.6667, 273.6667, 264.1467, 265.4067, 59406958.2771982
02/12/21, 267.0867, 272.4434, 261.7769, 272.04, 71304930.932157
02/11/21, 270.8134, 276.6266, 267.2417, 270.5533, 64868248.1188208
02/10/21, 281.2117, 281.6067, 266.6733, 268.2733, 108648266.8492
02/09/21, 285.04, 286.60, 280.5833, 283.1533, 45472948.6812845
02/08/21, 289.89, 292.59, 284.9167, 287.8067, 60485161.2459303
02/05/21, 281.6667, 288.2567, 279.6567, 284.0767, 55699921.3847023
02/04/21, 285.00, 285.50, 277.8067, 283.33, 47437978.6242986
02/03/21, 292.34, 292.6934, 284.3549, 284.8967, 55030528.4041147
02/02/21, 281.56, 293.50, 280.7335, 290.93, 73038618.8818801
02/01/21, 271.43, 280.6667, 265.1867, 279.9367, 76174170.790949
01/29/21, 276.6667, 280.8033, 260.0333, 264.51, 104972258.955804
01/28/21, 273.3333, 282.6667, 267.00, 278.4767, 79134144.7051098
01/27/21, 290.1167, 297.1667, 286.22, 288.0533, 82001880.6219455
01/26/21, 297.1267, 298.6334, 290.5333, 294.3633, 69394797.9875508
01/25/21, 285.00, 300.1334, 279.6067, 293.60, 123520190.417914
01/22/21, 278.1033, 282.6667, 276.2067, 282.2133, 60199498.2542146
01/21/21, 285.00, 285.24, 280.4734, 281.6633, 61794391.2079626
01/20/21, 286.2467, 286.50, 279.0933, 283.4833, 76997640.7670684
01/19/21, 279.2667, 283.3333, 277.6667, 281.5167, 76100937.7930728
01/15/21, 284.00, 286.6334, 273.0333, 275.3867, 116332802.626349
01/14/21, 281.13, 287.6667, 279.5833, 281.6667, 93798981.2798296
01/13/21, 284.2534, 286.8233, 277.3333, 284.8033, 99937497.1018126
01/12/21, 277.00, 289.3333, 275.78, 283.1467, 138812152.974448
01/11/21, 283.1334, 284.81, 267.8741, 270.3967, 178662450.818789
01/08/21, 285.3333, 294.83, 279.4633, 293.34, 225166586.470169
01/07/21, 259.21, 272.33, 258.40, 272.0133, 154496854.519591
01/06/21, 252.83, 258.00, 249.70, 251.9933, 134099903.111103
01/05/21, 241.22, 246.9467, 239.7333, 245.0367, 96735501.1946705
01/04/21, 239.82, 248.1633, 239.0632, 243.2567, 145914568.768478
12/31/20, 233.33, 239.5733, 230.3733, 235.2233, 148949785.680456
12/30/20, 224.00, 232.20, 222.7868, 231.5933, 128538056.272396
12/29/20, 220.3333, 223.30, 218.3333, 221.9967, 68732425.0067597
12/28/20, 224.8367, 227.1333, 220.2667, 221.23, 96835680.1917653
12/24/20, 214.33, 222.03, 213.6667, 220.59, 68596702.0106956
12/23/20, 210.7333, 217.1666, 207.5234, 215.3267, 99518904.1139518
12/22/20, 216.00, 216.6267, 204.7433, 213.4467, 155584918.488037
12/21/20, 222.08, 222.8333, 215.3567, 216.62, 174135780.950062
12/18/20, 222.9667, 231.6667, 209.5133, 231.6667, 666378589.675021
12/17/20, 209.3967, 219.6067, 206.50, 218.6333, 168810418.104498
12/16/20, 209.41, 210.8333, 201.6667, 207.59, 126287423.337665
12/15/20, 214.4267, 215.6333, 207.9333, 211.0833, 135670673.06555
12/14/20, 206.3333, 214.25, 203.40, 213.2767, 156121939.472464
12/11/20, 205.0033, 208.00, 198.9333, 203.33, 139424902.956678
12/10/20, 191.4567, 209.25, 188.78, 209.0233, 201249438.163766
12/09/20, 217.8967, 218.1067, 196.00, 201.4933, 213873578.797666
12/08/20, 208.5017, 217.0933, 206.1667, 216.6267, 192795087.408942
12/07/20, 201.6399, 216.2619, 201.0167, 213.92, 168929128.101055
12/04/20, 197.0033, 199.68, 195.1667, 199.68, 88203930.442086
12/03/20, 196.6733, 199.6567, 194.1433, 197.7933, 127655996.297976
12/02/20, 185.48, 190.5133, 180.4033, 189.6067, 143326939.843519
12/01/20, 199.1967, 199.2833, 190.6833, 194.92, 121148492.486694
11/30/20, 200.7367, 202.60, 184.8367, 189.20, 189009135.518735
11/27/20, 193.72, 199.5933, 192.8167, 195.2533, 112683230.732186
11/25/20, 183.3533, 191.3333, 181.79, 191.3333, 146790475.743076
11/24/20, 180.1333, 186.6633, 175.40, 185.1267, 160945459.332582
11/23/20, 167.8333, 175.3333, 167.2633, 173.95, 150780898.627354
11/20/20, 165.9967, 167.50, 163.02, 163.2033, 98735763.1366629
11/19/20, 164.00, 169.5371, 162.5233, 166.4233, 187426050.564645
11/18/20, 149.45, 165.3333, 147.8334, 162.2133, 234132041.210171
11/17/20, 153.39, 154.00, 144.3367, 147.2033, 183564837.67662
11/16/20, 136.31, 137.4833, 134.6956, 136.03, 80515920.6650383
11/13/20, 136.95, 137.5106, 133.8867, 136.1667, 59491048.2747596
11/12/20, 138.35, 141.00, 136.5067, 137.2533, 59821498.2651766
11/11/20, 138.8167, 139.565, 136.86, 139.0433, 52073161.4898783
11/10/20, 140.03, 140.03, 132.01, 136.7867, 90852660.3652728
11/09/20, 146.50, 150.8333, 140.3333, 140.42, 104499089.969526
11/06/20, 145.3667, 145.5233, 141.4267, 143.3167, 65118028.1115772
11/05/20, 142.7667, 146.6667, 141.3334, 146.03, 85243557.5279368
11/04/20, 143.54, 145.1333, 139.0333, 140.3267, 96429180.2035538
11/03/20, 136.5767, 142.59, 135.5633, 141.30, 103055154.011401
11/02/20, 131.3333, 135.66, 130.7667, 133.5033, 87063354.4751627
10/30/20, 135.6318, 135.8638, 126.37, 129.3467, 127762919.294875
10/29/20, 136.6533, 139.3533, 135.4867, 136.9433, 67965931.028988
10/28/20, 138.8267, 139.5333, 135.3333, 135.34, 76354221.7857276
10/27/20, 141.2533, 143.50, 140.0333, 141.56, 68059528.0262737
10/26/20, 137.21, 141.92, 136.6667, 140.0933, 84717477.5431931
10/23/20, 140.6133, 140.962, 135.7934, 140.21, 101150937.066623
10/22/20, 147.3067, 148.41, 141.5033, 141.93, 119979569.520592
10/21/20, 140.90, 144.3167, 140.4167, 140.88, 97111380.18377
10/20/20, 143.9167, 143.9167, 139.6834, 140.6467, 94968858.2459031
10/19/20, 148.7467, 149.00, 142.9567, 143.61, 108863516.842958
10/16/20, 151.48, 151.9833, 146.2833, 146.5567, 98327634.1484986
10/15/20, 150.1033, 152.19, 147.50, 149.6267, 107017052.896505
10/14/20, 149.9267, 155.30, 149.1167, 153.7667, 144136168.820051
10/13/20, 147.7833, 149.63, 145.5333, 148.8833, 103391013.001661
10/12/20, 147.3333, 149.58, 146.1933, 147.4333, 116373383.625172
10/09/20, 143.3767, 144.8633, 142.1534, 144.6667, 86776977.4834676
10/08/20, 146.1467, 146.3333, 141.7667, 141.9733, 121263359.483363
10/07/20, 139.9567, 143.30, 137.9483, 141.7667, 129383129.247889
10/06/20, 141.2633, 142.9266, 135.35, 137.9933, 147438769.724276
10/05/20, 141.1167, 144.5467, 139.7767, 141.8933, 134168375.109117
10/02/20, 140.4633, 146.3767, 138.3333, 138.3633, 214290086.785588
10/01/20, 146.92, 149.6267, 144.8067, 149.3867, 152224342.585494
09/30/20, 140.44, 144.6433, 140.1567, 143.0033, 144436693.811336
09/29/20, 138.6667, 142.8333, 137.20, 139.69, 151024189.620298
09/28/20, 141.54, 142.6933, 138.5167, 140.40, 149158672.674398
09/25/20, 131.1567, 136.2441, 130.4333, 135.78, 201625377.152864
09/24/20, 121.2667, 133.1667, 117.10, 129.2633, 289683156.599188
09/23/20, 135.0533, 137.3833, 125.2934, 126.7867, 285222531.728547
09/22/20, 143.20, 145.92, 139.20, 141.41, 238742384.076471
09/21/20, 151.0433, 151.8933, 135.69, 149.7967, 328430381.475519
09/18/20, 149.3133, 150.3333, 142.9333, 147.3833, 259220428.482608
09/17/20, 138.5333, 145.93, 136.00, 141.1433, 230337461.320214
09/16/20, 146.6233, 152.5967, 145.1033, 147.2533, 217640267.688432
09/15/20, 145.52, 153.98, 143.5667, 149.92, 291894693.535054
09/14/20, 126.9833, 140.00, 124.4333, 139.8733, 249061819.777207
09/11/20, 127.3133, 127.50, 120.1667, 124.24, 182152365.717581
09/10/20, 128.7367, 132.9967, 120.1867, 123.78, 254791819.611037
09/09/20, 118.8667, 123.00, 113.8367, 122.0933, 238397291.086479
09/08/20, 118.6667, 122.9133, 109.96, 110.07, 346397074.954485
09/04/20, 134.27, 142.6667, 124.0067, 139.44, 330965708.401994
09/03/20, 135.7433, 143.9333, 134.00, 135.6667, 262788250.379141
09/02/20, 159.6633, 159.68, 135.0402, 149.1233, 288528366.632677
09/01/20, 167.38, 167.4967, 156.8367, 158.35, 270358258.15961
08/31/20, 148.2033, 166.7133, 146.7033, 166.1067, 355123183.701428
08/28/20, 153.008, 154.566, 145.768, 147.56, 301217656.746423
08/27/20, 145.364, 153.04, 142.8333, 149.25, 355395569.362595
08/26/20, 137.3333, 144.40, 136.9086, 143.5447, 213590690.60201
08/25/20, 131.6593, 135.1967, 131.20, 134.8893, 159883342.965133
08/24/20, 141.7517, 141.9333, 128.5013, 134.28, 300954271.758012
08/21/20, 136.3173, 139.6993, 135.0033, 136.6653, 322343400.81689
08/20/20, 124.0453, 134.7993, 123.804, 133.4553, 309177001.396212
08/19/20, 124.3333, 127.40, 122.7473, 125.2353, 183079941.944482
08/18/20, 126.5993, 128.26, 123.0073, 125.806, 247117339.126837
08/17/20, 111.80, 123.0573, 111.522, 122.376, 303634786.640069
08/14/20, 110.9993, 111.2533, 108.4427, 110.0473, 188664141.698778
08/13/20, 107.40, 110.0787, 104.484, 108.0667, 306379666.519294
08/12/20, 98.00, 105.6667, 95.6667, 103.6507, 328482435.546773
08/11/20, 93.0667, 94.6667, 91.00, 91.626, 129387504.30695
08/10/20, 96.5333, 97.1667, 92.3893, 94.5713, 112833955.035306
08/07/20, 99.9691, 99.9833, 94.334, 96.8473, 133446294.128363
08/06/20, 99.3887, 101.154, 98.484, 99.3053, 89884691.0450736
08/05/20, 99.5327, 99.9892, 97.8873, 99.0013, 74670221.7145102
08/04/20, 99.6673, 101.8273, 97.4667, 99.1333, 126224844.446107
08/03/20, 96.6133, 100.654, 96.2923, 99.00, 132140184.185832
07/31/20, 101.00, 101.1367, 94.732, 95.384, 183704391.917007
07/30/20, 99.20, 100.8827, 98.0667, 99.166, 114315594.970114
07/29/20, 100.0667, 102.3207, 99.1333, 99.9407, 141403388.778251
07/28/20, 100.2667, 104.3133, 98.2947, 98.4327, 237130474.566259
07/27/20, 95.6667, 103.196, 94.20, 102.64, 240730054.407877
07/24/20, 94.4007, 97.6667, 91.1027, 94.4667, 290949272.198232
07/23/20, 111.93, 112.60, 98.718, 100.8713, 364927483.94319
07/22/20, 106.60, 108.428, 104.1333, 106.1553, 212416190.653688
07/21/20, 109.3287, 111.6667, 103.8667, 104.5573, 242359189.336196
07/20/20, 101.2673, 110.00, 99.20, 109.5333, 256820523.699897
07/17/20, 100.8967, 102.5007, 99.3333, 100.056, 139949573.842219
07/16/20, 98.4773, 102.114, 97.7333, 100.0427, 214511855.561478
07/15/20, 102.8667, 103.3333, 97.1333, 103.0673, 245517454.197232
07/14/20, 103.7333, 106.00, 95.40, 101.12, 351272099.544027
07/13/20, 110.60, 119.666, 98.074, 99.804, 584780359.269664
07/10/20, 93.0667, 103.261, 91.734, 102.9767, 350063249.597217
07/09/20, 93.1327, 93.904, 90.0853, 92.952, 175763992.266384
07/08/20, 93.6667, 94.484, 87.4227, 91.0587, 244669654.234535
07/07/20, 93.6673, 95.30, 89.114, 92.6573, 322344855.816826
07/06/20, 85.1127, 91.8527, 84.4029, 91.4387, 308547871.423894
07/02/20, 81.432, 81.8667, 79.04, 80.5773, 258751773.614922
07/01/20, 72.20, 75.6887, 72.0333, 74.642, 199903491.204246
06/30/20, 67.10, 72.5127, 66.9153, 71.9873, 253777488.83379
06/29/20, 64.6007, 67.3333, 63.2347, 67.29, 135396054.042574
06/26/20, 66.3187, 66.3333, 63.658, 63.9827, 132823614.155761
06/25/20, 63.618, 65.732, 62.4767, 65.732, 138818228.891998
06/24/20, 66.274, 66.7257, 63.5428, 64.0567, 164393842.766671
06/23/20, 66.592, 67.4667, 66.2673, 66.7853, 95479060.7989213
06/22/20, 66.6633, 67.2587, 66.0013, 66.288, 95435245.8008491
06/19/20, 67.5187, 67.7313, 66.0893, 66.7267, 130196229.271366
06/18/20, 66.8667, 67.9467, 66.2981, 66.9307, 146279033.563722
06/17/20, 65.8473, 67.00, 65.5047, 66.1193, 148361993.472072
06/16/20, 67.4567, 67.5253, 64.1593, 65.4753, 210766190.726288
06/15/20, 61.186, 66.5893, 60.5667, 66.06, 235457674.639862
06/12/20, 65.3333, 65.8653, 60.84, 62.352, 251450523.936177
06/11/20, 66.0133, 67.9307, 64.80, 64.856, 238747189.495124
06/10/20, 66.1253, 68.4987, 65.50, 68.3367, 278451137.74815
06/09/20, 62.6673, 63.6293, 61.5954, 62.7113, 170822242.483821
06/08/20, 61.2667, 63.3333, 60.6107, 63.328, 212620940.644678
06/05/20, 58.5227, 59.1013, 57.7467, 59.044, 117178749.844135
06/04/20, 59.3253, 59.7167, 57.2293, 57.6253, 133315689.13411
06/03/20, 59.208, 59.8627, 58.6733, 58.864, 119242029.753351
06/02/20, 59.6467, 60.5773, 58.0667, 58.7707, 203483991.046704
06/01/20, 57.20, 59.9333, 56.94, 59.8733, 226279490.043702
05/29/20, 53.9167, 55.6667, 53.614, 55.6667, 177187342.203757
05/28/20, 54.234, 54.9833, 53.446, 53.7207, 109136590.19799
05/27/20, 54.724, 55.1807, 52.3333, 54.682, 173242942.37731
05/26/20, 55.6333, 55.64, 54.3803, 54.5913, 121346034.660774
05/22/20, 54.8116, 55.452, 54.1333, 54.4587, 149812133.408266
05/21/20, 54.40, 55.50, 53.0667, 55.1733, 183818691.911977
05/20/20, 54.70, 55.0667, 54.12, 54.3707, 109639060.175881
05/19/20, 54.3447, 54.8047, 53.7387, 53.8673, 144547823.639896
05/18/20, 55.1853, 55.648, 53.592, 54.242, 175471492.279254
05/15/20, 52.69, 53.6699, 52.4368, 53.278, 157776428.057837
05/14/20, 52.00, 53.5573, 50.9333, 53.5553, 205232855.969754
05/13/20, 54.722, 55.0667, 50.8867, 52.7307, 285982337.416777
05/12/20, 55.1333, 56.2193, 53.8667, 53.9607, 238603654.501439
05/11/20, 52.7007, 54.9333, 52.3333, 54.086, 247793989.097064
05/08/20, 52.918, 54.9333, 52.4673, 54.628, 241951339.354141
