, Open, High, Low, Close, Volume
05/07/20, 51.814, 53.0933, 51.49, 52.0027, 172915342.391725
05/06/20, 51.7667, 52.6533, 50.7407, 52.172, 166848427.658669
05/05/20, 52.6527, 53.2613, 50.812, 51.214, 254874888.785505
05/04/20, 46.7333, 50.80, 46.5333, 50.746, 288556307.303522
05/01/20, 50.3333, 51.518, 45.536, 46.7547, 487977113.529007
04/30/20, 57.0127, 57.988, 50.90, 52.1253, 427077701.208581
04/29/20, 52.678, 53.5467, 52.2107, 53.3673, 243239674.297454
04/28/20, 53.0427, 53.6667, 50.446, 51.2747, 228329389.953507
04/27/20, 49.174, 53.2993, 49.00, 53.25, 310221571.350251
04/24/20, 47.3873, 48.7153, 46.5453, 48.3433, 198564141.263178
04/23/20, 48.5067, 48.9333, 46.8753, 47.042, 198550491.263778
04/22/20, 46.932, 48.9333, 45.914, 48.8073, 213372455.611612
04/21/20, 48.6747, 50.222, 44.9193, 45.7813, 303136306.662002
04/20/20, 48.8467, 51.038, 47.4807, 49.7573, 221195540.267396
04/17/20, 51.4853, 51.6633, 49.844, 50.2593, 196923441.335368
04/16/20, 47.796, 50.63, 47.1143, 49.6807, 309867871.365814
04/15/20, 49.4667, 50.2087, 47.3333, 48.6553, 353654984.43918
04/14/20, 46.598, 49.4587, 46.162, 47.326, 458647629.819504
04/13/20, 39.344, 43.4667, 38.702, 43.3967, 337131285.166223
04/09/20, 37.4727, 38.3455, 37.1407, 38.20, 204749990.991
04/08/20, 36.9467, 37.1472, 35.5553, 36.5893, 189840291.647027
04/07/20, 36.3333, 37.6667, 35.4893, 36.3633, 268796673.172946
04/06/20, 34.08, 34.7333, 33.1973, 34.416, 223527590.164786
04/03/20, 33.9667, 34.366, 31.226, 32.0007, 338431185.109028
04/02/20, 32.0687, 32.9507, 29.76, 30.298, 297876466.893435
04/01/20, 33.60, 34.2637, 31.6733, 32.104, 200297691.186901
03/31/20, 33.4167, 36.1973, 33.1333, 34.9333, 266572338.270817
03/30/20, 34.0173, 34.4431, 32.7487, 33.4753, 179971042.081274
03/27/20, 33.6667, 35.0533, 32.9353, 34.2907, 215661140.51091
03/26/20, 36.4927, 37.3333, 34.15, 35.2107, 261331188.501428
03/25/20, 36.35, 37.1333, 34.074, 35.95, 318341265.992984
03/24/20, 31.82, 34.246, 31.60, 33.6667, 343427504.88919
03/23/20, 28.9067, 29.4667, 27.3667, 28.9527, 246818254.139997
03/20/20, 29.2133, 31.80, 28.386, 28.502, 424282511.331569
03/19/20, 24.9798, 30.1333, 23.8973, 28.5093, 452931895.070996
03/18/20, 25.9333, 26.9907, 23.3673, 24.0813, 356792384.301135
03/17/20, 29.334, 31.4567, 26.40, 28.68, 359918684.163578
03/16/20, 31.30, 32.9913, 29.478, 29.6713, 307341901.476956
03/13/20, 39.6667, 40.5047, 33.4667, 36.4413, 339603765.057434
03/12/20, 38.726, 39.6333, 36.4167, 37.37, 283635752.520027
03/11/20, 42.68, 43.572, 40.8667, 42.282, 201203841.147031
03/10/20, 43.962, 44.5333, 40.5333, 43.022, 233916589.70767
03/09/20, 40.3593, 44.1999, 40.3333, 40.5333, 256106088.731332
03/06/20, 46.0003, 47.1333, 45.618, 46.8987, 189943791.642473
03/05/20, 48.2513, 49.7167, 47.8713, 48.3027, 162789892.837245
03/04/20, 50.9307, 51.1013, 48.3156, 49.9667, 225734690.067674
03/03/20, 53.6667, 53.7987, 47.7407, 49.7007, 386759982.982561
03/02/20, 47.4173, 49.5793, 45.778, 49.5747, 302924836.671307
02/28/20, 41.98, 46.0347, 40.768, 44.5327, 368462503.78765
02/27/20, 48.6667, 49.318, 44.60, 45.2667, 364157383.977075
02/26/20, 52.1667, 54.2207, 51.7407, 51.92, 212307590.658466
02/25/20, 56.60, 57.1067, 52.4667, 53.3273, 259357188.588284
02/24/20, 55.9333, 57.5667, 54.8133, 55.586, 227882389.973175
02/21/20, 60.4653, 60.8707, 58.6967, 60.0667, 215091740.535963
02/20/20, 60.7967, 60.80, 57.3293, 59.9607, 264523353.360972
02/19/20, 61.5667, 62.9853, 60.068, 61.1613, 381344398.220846
02/18/20, 56.1067, 57.3333, 55.4907, 57.2267, 250475523.979077
02/14/20, 52.4813, 54.198, 52.3667, 53.3353, 235405654.642151
02/13/20, 49.456, 54.5333, 49.00, 53.60, 394340262.649028
02/12/20, 51.858, 52.65, 50.8913, 51.1527, 180337042.06517
02/11/20, 51.2527, 52.2337, 50.5333, 51.6253, 175462042.27967
02/10/20, 53.3333, 54.666, 50.16, 51.4187, 370337383.705155
02/07/20, 48.7033, 51.3167, 48.6667, 49.8713, 255952788.738077
02/06/20, 46.6613, 53.0553, 45.80, 49.9307, 598211283.678703
02/05/20, 54.884, 56.3987, 46.9407, 48.98, 726357568.040266
02/04/20, 58.864, 64.5993, 55.592, 59.1373, 914081389.780418
02/03/20, 44.9127, 52.4093, 44.9013, 52.00, 708502468.825891
01/31/20, 42.6667, 43.5333, 42.168, 43.3713, 235789054.625281
01/30/20, 42.1613, 43.392, 41.20, 42.7207, 435085180.856252
01/29/20, 38.3793, 39.32, 37.8287, 38.7327, 273250067.976997
01/28/20, 37.8993, 38.454, 37.2053, 37.7933, 176827342.219597
01/27/20, 36.1327, 37.6293, 35.952, 37.2013, 204121056.018673
01/24/20, 38.042, 38.2573, 36.9507, 37.6547, 215303990.526624
01/23/20, 37.6167, 38.80, 37.0402, 38.1467, 294765572.030315
01/22/20, 38.126, 39.6333, 37.2733, 37.9707, 470535444.29644
01/21/20, 35.35, 36.572, 35.2273, 36.48, 267052083.249708
01/17/20, 33.8407, 34.378, 33.544, 34.0333, 204436056.004813
01/16/20, 32.9167, 34.2973, 32.8113, 34.2327, 326049735.653811
01/15/20, 35.3173, 35.856, 34.4524, 34.5667, 260532468.536571
01/14/20, 36.2837, 36.494, 34.9933, 35.8613, 435920695.819489
01/13/20, 32.90, 35.042, 32.80, 34.9907, 399518247.421197
01/10/20, 32.1193, 32.3293, 31.58, 31.8767, 194652441.435292
01/09/20, 33.14, 33.2533, 31.5247, 32.0893, 426947816.214296
01/08/20, 31.58, 33.2327, 31.2153, 32.8093, 467990844.408403
01/07/20, 30.76, 31.442, 30.2237, 31.2707, 273137102.981967
01/06/20, 29.3647, 30.104, 29.3333, 30.1027, 152362493.29605
01/03/20, 29.3667, 30.2667, 29.128, 29.534, 266920473.255499
01/02/20, 28.30, 28.713, 28.114, 28.684, 143375783.691465
12/31/19, 27.00, 28.086, 26.8053, 27.8887, 154386893.206977
12/30/19, 28.586, 28.60, 27.2839, 27.6467, 189019041.683162
12/27/19, 29.00, 29.0207, 28.4073, 28.692, 149352398.428494
12/26/19, 28.5273, 28.8987, 28.4233, 28.7293, 159724342.972129
12/24/19, 27.8907, 28.3647, 27.5125, 28.35, 120820794.683885
12/23/19, 27.452, 28.134, 27.3333, 27.948, 199992291.200339
12/20/19, 27.3527, 27.5333, 26.679, 27.0393, 221778140.241762
12/19/19, 26.488, 27.1233, 26.4333, 26.936, 271804653.040595
12/18/19, 25.3753, 26.348, 25.372, 26.21, 212045855.669982
12/17/19, 25.266, 25.70, 25.06, 25.266, 127556634.387508
12/16/19, 24.17, 25.574, 24.1667, 25.4333, 273314072.974181
12/13/19, 24.07, 24.3473, 23.6427, 23.8927, 97336195.7172074
12/12/19, 23.6613, 24.1827, 23.5487, 23.9787, 116643159.867701
12/11/19, 23.4584, 23.8127, 23.406, 23.5133, 103787425.433353
12/10/19, 22.664, 23.382, 22.6207, 23.256, 132599274.165632
12/09/19, 22.4393, 22.9633, 22.3387, 22.6353, 135603249.033457
12/06/19, 22.3333, 22.5907, 22.318, 22.3927, 114284049.971502
12/05/19, 22.1887, 22.2948, 21.8167, 22.0247, 56054637.5335959
12/04/19, 22.5167, 22.524, 22.19, 22.202, 83043806.3460725
12/03/19, 22.1747, 22.5273, 22.1457, 22.4133, 99202135.635106
12/02/19, 21.96, 22.4255, 21.9125, 22.3247, 91229785.9858894
11/29/19, 22.074, 22.084, 21.8333, 21.996, 36984433.3726849
11/27/19, 22.0747, 22.262, 21.9047, 22.086, 83451881.3281172
11/26/19, 22.3513, 22.3667, 21.8067, 21.928, 119343579.748882
11/25/19, 22.9547, 22.9713, 22.2973, 22.4227, 185186541.851792
11/22/19, 22.6773, 22.7333, 22.00, 22.2027, 253059603.865377
11/21/19, 23.634, 24.056, 23.6003, 23.6553, 91650190.9673916
11/20/19, 24.00, 24.08, 23.3047, 23.4813, 101009470.555583
11/19/19, 23.45, 23.9993, 23.1867, 23.968, 116041164.894189
11/18/19, 23.5278, 23.5433, 23.0733, 23.3327, 66127572.0903868
11/15/19, 23.376, 23.52, 23.224, 23.478, 72188441.8237085
11/14/19, 23.074, 23.5893, 22.8607, 23.29, 97075540.7286762
11/13/19, 23.6667, 23.7553, 23.012, 23.074, 127017954.41121
11/12/19, 23.1267, 23.358, 22.936, 23.3287, 110390740.142807
11/11/19, 22.93, 23.2793, 22.80, 23.006, 149905328.404165
11/08/19, 22.30, 22.4973, 22.1667, 22.476, 91113310.9910143
11/07/19, 21.9427, 22.7667, 21.868, 22.3693, 217010255.451549
11/06/19, 21.20, 21.7813, 20.9667, 21.772, 119113974.758985
11/05/19, 21.308, 21.5673, 21.0745, 21.148, 104151250.417345
11/04/19, 20.9867, 21.4627, 20.6173, 21.1647, 131805594.200554
11/01/19, 21.088, 21.0987, 20.6533, 20.8873, 95758930.786607
10/31/19, 20.8733, 21.2667, 20.8667, 20.9947, 76004336.6558092
10/30/19, 20.8667, 21.2527, 20.6647, 21.0007, 144627143.636406
10/29/19, 21.3327, 21.62, 20.9833, 21.0813, 190264041.628382
10/28/19, 21.836, 22.7227, 21.5067, 21.8473, 283054322.54561
10/25/19, 19.848, 22.00, 19.7407, 21.8753, 450091300.195983
10/24/19, 19.8913, 20.3287, 19.28, 19.9787, 447288430.319309
10/23/19, 16.9667, 17.076, 16.7567, 16.9787, 168242692.597321
10/22/19, 16.9547, 17.222, 16.7233, 17.0387, 69376421.9474374
10/21/19, 17.222, 17.30, 16.6787, 16.90, 76621511.6286534
10/18/19, 17.38, 17.52, 17.0067, 17.13, 86304986.2025806
10/17/19, 17.50, 17.652, 17.3447, 17.4647, 71685641.8458317
10/16/19, 17.1593, 17.4733, 17.128, 17.3167, 100564540.57516
10/15/19, 17.18, 17.3333, 16.9413, 17.1927, 97191835.7235592
10/14/19, 16.5267, 17.2367, 16.4753, 17.1307, 153402893.250273
10/11/19, 16.4767, 16.7387, 16.454, 16.526, 127322394.397815
10/10/19, 16.352, 16.6187, 16.1053, 16.316, 94701250.8331449
10/09/19, 16.088, 16.4863, 16.0433, 16.302, 104025490.422878
10/08/19, 15.7247, 16.2627, 15.6333, 16.0033, 130535064.256457
10/07/19, 15.32, 15.904, 15.2367, 15.848, 121304349.662609
10/04/19, 15.4407, 15.652, 15.2047, 15.4287, 120317694.706021
10/03/19, 15.4573, 15.632, 14.952, 15.5353, 227066390.009079
10/02/19, 16.2193, 16.31, 15.962, 16.2087, 93848215.8706784
10/01/19, 16.10, 16.3967, 15.942, 16.3127, 92944345.9104487
09/30/19, 16.20, 16.2653, 15.7407, 16.058, 89192411.0755339
09/27/19, 16.1467, 16.5807, 15.9153, 16.142, 166847692.658701
09/26/19, 15.3773, 16.2207, 15.16, 16.1707, 181181842.027999
09/25/19, 14.9707, 15.2653, 14.5573, 15.2467, 141664268.766772
09/24/19, 16.1013, 16.1327, 14.8407, 14.8807, 194116641.458868
09/23/19, 16.00, 16.3453, 15.948, 16.082, 65874447.1015243
09/20/19, 16.4327, 16.4631, 15.8773, 16.0413, 97593955.7058659
09/19/19, 16.40, 16.5293, 16.3227, 16.44, 73247006.7771316
09/18/19, 16.3333, 16.5446, 16.158, 16.2327, 63421542.2094521
09/17/19, 16.1647, 16.3733, 16.0247, 16.3193, 59203632.3950402
09/16/19, 16.40, 16.4953, 16.078, 16.1873, 70921436.8794568
09/13/19, 16.464, 16.5633, 16.3243, 16.3467, 79697171.4933244
09/12/19, 16.5133, 16.90, 16.2933, 16.3913, 128718144.336402
09/11/19, 15.8253, 16.5449, 15.7333, 16.4733, 150641693.371765
09/10/19, 15.3867, 15.7027, 15.2627, 15.7027, 73255706.7767489
09/09/19, 15.3333, 15.584, 15.282, 15.4527, 72040031.8302386
09/06/19, 15.1467, 15.3093, 15.0113, 15.1633, 62840577.2350146
09/05/19, 14.8333, 15.32, 14.7233, 15.3053, 111049825.113808
09/04/19, 15.126, 15.2307, 14.6137, 14.712, 86530436.1926608
09/03/19, 14.9387, 15.2633, 14.8773, 15.0007, 80408186.4620398
08/30/19, 15.2767, 15.496, 14.9475, 15.0407, 139916633.843668
08/29/19, 14.60, 14.8933, 14.5333, 14.7807, 77746556.5791515
08/28/19, 14.246, 14.4833, 14.154, 14.3727, 48579372.8625076
08/27/19, 14.3827, 14.5867, 14.1353, 14.272, 81310901.4223203
08/26/19, 14.24, 14.3347, 14.1027, 14.3333, 75816206.6640869
08/23/19, 14.6647, 14.7447, 14.0667, 14.0933, 128395554.350596
08/22/19, 14.8533, 15.0267, 14.548, 14.81, 98474455.6671239
08/21/19, 14.8007, 14.8813, 14.5067, 14.722, 116996154.852169
08/20/19, 15.1747, 15.2727, 14.9693, 15.0573, 62557902.2474523
08/19/19, 14.9473, 15.1887, 14.78, 15.122, 79676216.4942464
08/16/19, 14.444, 14.816, 14.4013, 14.6627, 78110636.563132
08/15/19, 14.724, 14.7707, 14.1033, 14.376, 123479274.566912
08/14/19, 15.414, 15.4333, 14.446, 14.6413, 143438873.68869
08/13/19, 15.254, 15.7333, 15.17, 15.6667, 73034966.7864614
08/12/19, 15.5327, 15.718, 15.25, 15.2673, 69959051.9218017
08/09/19, 15.7369, 15.9307, 15.5873, 15.6673, 58473657.427159
08/08/19, 15.63, 15.9867, 15.51, 15.8867, 79115231.5189298
08/07/19, 15.10, 15.5713, 15.0533, 15.5613, 71647496.8475101
08/06/19, 15.4587, 15.50, 15.05, 15.3833, 83462996.3276281
08/05/19, 15.3067, 15.4245, 15.0517, 15.2213, 105424180.361336
08/02/19, 15.4233, 15.7513, 15.282, 15.6227, 92047210.9499227
08/01/19, 16.1767, 16.3007, 15.4513, 15.59, 123892734.54872
07/31/19, 16.20, 16.4453, 15.7767, 16.1073, 137673113.942383
07/30/19, 15.5267, 16.224, 15.4787, 16.1507, 121635204.648051
07/29/19, 15.1393, 15.7293, 15.0688, 15.718, 139099973.879601
07/26/19, 15.128, 15.3507, 14.8167, 15.2027, 150415493.381718
07/25/19, 15.5667, 15.6333, 15.0367, 15.2547, 336273705.203957
07/24/19, 17.278, 17.738, 17.2107, 17.6587, 166092592.691926
07/23/19, 17.114, 17.3653, 16.9667, 17.3447, 75346811.6847402
07/22/19, 17.25, 17.477, 16.9461, 17.0453, 102694090.48146
07/19/19, 17.046, 17.3307, 16.9747, 17.212, 105726145.34805
07/18/19, 17.0033, 17.05, 16.7923, 16.9027, 71467241.8554413
07/17/19, 17.0447, 17.2207, 16.89, 16.9907, 146470898.55528
07/16/19, 16.62, 16.902, 16.5288, 16.8253, 122234829.621667
07/15/19, 16.5333, 16.9613, 16.324, 16.90, 165001342.739941
07/12/19, 15.9833, 16.3587, 15.9807, 16.3387, 138007808.927656
07/11/19, 15.876, 16.10, 15.72, 15.9067, 112716445.040476
07/10/19, 15.61, 15.9293, 15.5427, 15.928, 137186033.963814
07/09/19, 15.2647, 15.40, 15.152, 15.3373, 92862520.914049
07/08/19, 15.416, 15.4833, 15.244, 15.356, 88208126.1188424
07/05/19, 15.638, 15.6967, 15.3867, 15.54, 105986065.336613
07/03/19, 15.9593, 16.1047, 15.634, 15.66, 213017255.627241
07/02/19, 15.2593, 15.2767, 14.8147, 14.97, 138885413.889042
07/01/19, 15.3473, 15.54, 15.0853, 15.1447, 123569454.562944
06/28/19, 14.7327, 15.0113, 14.72, 14.8973, 102770755.478087
06/27/19, 14.63, 14.86, 14.49, 14.856, 95095645.8157915
06/26/19, 14.6873, 15.1487, 14.54, 14.618, 127608114.385243
06/25/19, 14.9593, 15.0227, 14.6327, 14.6507, 92731060.9198333
06/24/19, 14.8827, 15.0573, 14.7347, 14.9093, 86261561.2044913
06/21/19, 14.4147, 14.812, 14.3667, 14.7907, 123031149.586629
06/20/19, 14.8667, 15.1267, 14.4233, 14.6413, 177951892.170117
06/19/19, 15.0073, 15.1847, 14.7373, 15.0953, 98627020.660411
06/18/19, 15.248, 15.6493, 14.8373, 14.9827, 190736841.607579
06/17/19, 14.3653, 15.1333, 14.2847, 15.002, 184751991.870912
06/14/19, 14.0833, 14.4433, 14.0267, 14.328, 111501025.093955
06/13/19, 14.0253, 14.3267, 13.834, 14.2607, 122523894.608949
06/12/19, 14.8633, 14.892, 13.9333, 13.9507, 227963089.969624
06/11/19, 14.6096, 14.7267, 14.2333, 14.4733, 174803092.308664
06/10/19, 14.0167, 14.4627, 13.934, 14.192, 158775593.013874
06/07/19, 13.6667, 14.0563, 13.5666, 13.6333, 240052939.437671
06/06/19, 13.6293, 14.0667, 13.4533, 13.73, 303632266.64018
06/05/19, 13.2453, 13.4185, 12.7899, 13.106, 202661391.082899
06/04/19, 12.0733, 12.932, 11.974, 12.9067, 207112790.887037
06/03/19, 12.3673, 12.4453, 11.7995, 11.9313, 195966141.37749
05/31/19, 12.34, 12.6614, 12.2733, 12.344, 156100943.131558
05/30/19, 12.5833, 12.817, 12.468, 12.548, 118897134.768526
05/29/19, 12.4733, 12.826, 12.336, 12.6573, 179529592.100698
05/28/19, 12.7467, 13.00, 12.5233, 12.58, 154693493.193486
05/24/19, 13.322, 13.332, 12.5834, 12.7087, 212048540.669864
05/23/19, 12.956, 13.2977, 12.4147, 13.0327, 398207097.478888
05/22/19, 13.2733, 13.596, 12.7853, 12.8487, 280277852.667774
05/21/19, 13.184, 13.8267, 13.0693, 13.672, 270058458.117428
05/20/19, 13.52, 13.7333, 13.0167, 13.6907, 307892971.452709
05/17/19, 14.7973, 14.816, 13.928, 14.0687, 266800068.260797
05/16/19, 15.2993, 15.40, 15.10, 15.222, 112249090.06104
05/15/19, 15.288, 15.496, 15.0167, 15.4633, 109439635.184656
05/14/19, 15.2867, 15.6333, 15.20, 15.4873, 108786175.213408
05/13/19, 15.4673, 15.498, 14.9667, 15.134, 162521992.849032
05/10/19, 15.9833, 16.1327, 15.7347, 15.968, 105125035.374498
05/09/19, 16.1333, 16.2453, 15.7962, 16.132, 100670710.570489
05/08/19, 16.4627, 16.7066, 16.28, 16.3227, 92646595.9235497
05/07/19, 17.12, 17.1473, 16.34, 16.4707, 151971143.31327
05/06/19, 16.668, 17.2233, 16.5667, 17.0227, 162509092.8496
05/03/19, 16.2573, 17.1073, 16.2327, 17.002, 355601549.353532
05/02/19, 16.368, 16.4753, 15.848, 16.2733, 272390088.014836
05/01/19, 15.9233, 16.00, 15.4333, 15.6007, 160565227.93513
04/30/19, 16.1373, 16.2807, 15.80, 15.9127, 141969413.753346
04/29/19, 15.724, 16.2653, 15.478, 16.098, 250717188.968444
04/26/19, 16.4333, 16.4453, 15.4087, 15.676, 335410680.24193
04/25/19, 17.00, 17.2667, 16.4047, 16.5087, 327740850.579402
04/24/19, 17.59, 17.688, 17.20, 17.244, 160911742.919883
04/23/19, 17.3433, 17.7067, 17.05, 17.5933, 164157892.777053
04/22/19, 17.9333, 17.9787, 17.4987, 17.5167, 182207091.982888
04/18/19, 18.082, 18.3227, 17.9833, 18.2173, 88144871.1216256
04/17/19, 18.3167, 18.3193, 17.9023, 18.082, 76897016.6165312
04/16/19, 17.7167, 18.3333, 17.648, 18.224, 109093945.199866
04/15/19, 17.9087, 17.9253, 17.242, 17.7587, 150578693.374537
04/12/19, 18.0147, 18.13, 17.7887, 17.8467, 101189605.547657
04/11/19, 17.8867, 18.0333, 17.7067, 17.8947, 147538898.508288
04/10/19, 18.4493, 18.5587, 18.1928, 18.404, 105919705.339533
04/09/19, 18.11, 18.3333, 17.974, 18.154, 88560461.1033397
04/08/19, 18.5127, 18.744, 18.0293, 18.2133, 156156593.12911
04/05/19, 17.9907, 18.4067, 17.7407, 18.3307, 195573891.394749
04/04/19, 17.4593, 18.08, 17.3727, 17.852, 355810964.344317
04/03/19, 19.1547, 19.7447, 19.1447, 19.454, 118947954.76629
04/02/19, 19.22, 19.296, 18.9253, 19.0587, 82184096.3838997
04/01/19, 18.8413, 19.28, 18.7521, 19.2787, 121656579.64711
03/29/19, 18.58, 18.6773, 18.30, 18.6573, 89870066.045717
03/28/19, 18.4773, 18.6887, 18.34, 18.5747, 101611390.529099
03/27/19, 17.9167, 18.358, 17.8789, 18.322, 131687484.205751
03/26/19, 17.6293, 18.0173, 17.6287, 17.8513, 110264215.148374
03/25/19, 17.314, 17.5453, 16.964, 17.3613, 153225443.25808
03/22/19, 18.172, 18.1867, 17.60, 17.6353, 131184129.227898
03/21/19, 18.1733, 18.43, 17.8967, 18.268, 89206466.0749154
03/20/19, 17.9793, 18.3313, 17.7533, 18.24, 103623355.440572
03/19/19, 17.8333, 18.22, 17.564, 17.8313, 177009442.211584
03/18/19, 18.40, 18.5367, 17.82, 17.966, 154214693.214553
03/15/19, 18.9007, 18.915, 18.2933, 18.362, 221782940.241551
03/14/19, 19.4967, 19.6927, 19.2193, 19.3307, 106551700.311725
03/13/19, 18.9267, 19.466, 18.8467, 19.264, 102670795.482485
03/12/19, 19.0993, 19.2047, 18.7373, 18.8907, 112562050.04727
03/11/19, 18.9013, 19.4187, 18.70, 19.3947, 110884150.121097
03/08/19, 18.4607, 19.0393, 18.3927, 18.9427, 132294369.179048
03/07/19, 18.5893, 18.98, 18.2833, 18.4393, 141637253.767961
03/06/19, 18.432, 18.7671, 18.2927, 18.416, 155032343.178577
03/05/19, 18.80, 18.9333, 18.0067, 18.436, 281471087.615272
03/04/19, 19.8747, 19.9333, 18.852, 19.024, 256452288.716099
03/01/19, 20.4627, 20.4753, 19.46, 19.6527, 343670699.878489
02/28/19, 21.2613, 21.3333, 20.7207, 21.3253, 157809743.056371
02/27/19, 20.1187, 21.0863, 20.0367, 20.9827, 167758642.61862
02/26/19, 19.4813, 20.134, 19.2513, 19.8573, 128738034.335526
02/25/19, 19.8607, 20.1936, 19.80, 19.918, 99397825.6264956
02/22/19, 19.6327, 19.7667, 19.4733, 19.6473, 86108366.2112318
02/21/19, 20.1207, 20.216, 19.3667, 19.4153, 133637724.11994
02/20/19, 20.294, 20.42, 19.9333, 20.1707, 107131750.286203
02/19/19, 20.4373, 20.7696, 20.3647, 20.376, 62526642.2488277
02/15/19, 20.30, 20.5333, 20.26, 20.5253, 58574202.4227351
02/14/19, 20.2253, 20.4513, 20.0667, 20.2513, 78012476.567451
02/13/19, 20.8233, 20.85, 20.3713, 20.5447, 77124251.6065329
02/12/19, 21.08, 21.2127, 20.6413, 20.7873, 82763546.3584039
02/11/19, 20.7733, 21.24, 20.70, 20.856, 106945690.29439
02/08/19, 20.4553, 20.4963, 19.90, 20.3867, 87663176.1428202
02/07/19, 20.8867, 20.98, 20.20, 20.5007, 97809160.6963969
02/06/19, 21.306, 21.616, 21.0416, 21.148, 75578186.6745598
02/05/19, 20.8327, 21.496, 20.8166, 21.4233, 101141470.549775
02/04/19, 20.8653, 21.02, 20.1253, 20.8593, 110281225.147626
02/01/19, 20.3613, 21.0733, 20.2333, 20.814, 109251610.192929
01/31/19, 20.0667, 20.7709, 19.60, 20.468, 188538741.704295
01/30/19, 20.03, 20.60, 19.8993, 20.5847, 168754792.574789
01/29/19, 19.6847, 19.9038, 19.4533, 19.8307, 69325376.9496834
01/28/19, 19.5273, 19.8307, 19.1833, 19.7587, 96349180.760636
01/25/19, 19.626, 19.9013, 19.3033, 19.8027, 108871165.209669
01/24/19, 18.8687, 19.5787, 18.6189, 19.434, 120182319.711978
01/23/19, 19.50, 19.6333, 18.7793, 19.1727, 187949841.730207
01/22/19, 20.3213, 20.5333, 19.70, 19.928, 181001092.035952
01/18/19, 21.5333, 21.8086, 19.982, 20.1507, 362261384.060499
01/17/19, 23.0807, 23.4333, 22.9433, 23.154, 55150992.5733563
01/16/19, 22.9853, 23.4667, 22.90, 23.07, 70376081.9034524
01/15/19, 22.3333, 23.2533, 22.30, 22.962, 90848846.0026507
01/14/19, 22.8253, 22.8333, 22.2667, 22.2933, 78709256.5367927
01/11/19, 22.806, 23.2273, 22.5847, 23.1507, 75585776.6742258
01/10/19, 22.2933, 23.026, 22.1193, 22.998, 90845306.0028065
01/09/19, 22.3667, 22.9002, 22.098, 22.5687, 81494171.4142564
01/08/19, 22.7973, 22.934, 21.8013, 22.3567, 105127735.37438
01/07/19, 21.448, 22.4493, 21.1834, 22.3307, 113268370.016192
01/04/19, 20.40, 21.20, 20.182, 21.1793, 110911735.119884
01/03/19, 20.4667, 20.6267, 19.8253, 20.024, 104477755.402979
01/02/19, 20.4067, 21.0087, 19.92, 20.6747, 174879742.305291
12/31/18, 22.5193, 22.614, 21.684, 22.1867, 94535065.840457
12/28/18, 21.54, 22.416, 21.2273, 22.258, 149084873.440266
12/27/18, 21.3227, 21.4781, 20.10, 21.0753, 128626989.340412
12/26/18, 20.00, 21.798, 19.606, 21.7393, 122447064.612329
12/24/18, 20.90, 20.9667, 19.6797, 19.6927, 83398691.3304575
12/21/18, 21.16, 21.5647, 20.8293, 21.318, 120252009.708912
12/20/18, 21.8036, 22.0193, 20.7913, 21.0253, 136077864.012574
12/19/18, 22.5067, 23.134, 21.9827, 22.198, 124112709.539041
12/18/18, 23.3693, 23.4367, 22.246, 22.4687, 106499995.314
12/17/18, 24.1333, 24.38, 22.9253, 23.228, 115110114.935155
12/14/18, 25.00, 25.1913, 24.2887, 24.3807, 95063320.8172138
12/13/18, 24.6767, 25.1627, 24.45, 25.1193, 110487805.138537
12/12/18, 24.628, 24.794, 24.344, 24.44, 75405716.6821484
12/11/18, 24.6607, 24.8113, 24.0153, 24.4507, 94631530.8362126
12/10/18, 24.00, 24.3987, 23.5413, 24.3433, 99201820.6351198
12/07/18, 24.60, 25.2993, 23.8433, 23.8643, 172667692.402621
12/06/18, 23.734, 24.492, 23.384, 24.204, 117637614.823945
12/04/18, 23.7367, 24.5787, 23.4667, 23.98, 126929169.415116
12/03/18, 24.00, 24.40, 23.4667, 23.8993, 124597674.517702
11/30/18, 22.7887, 23.44, 22.551, 23.3653, 84433421.2849294
11/29/18, 23.1333, 23.1667, 22.6367, 22.7447, 46210857.9667222
11/28/18, 23.066, 23.2187, 22.814, 23.1913, 61913667.2757986
11/27/18, 22.67, 23.1307, 22.3667, 22.928, 95374495.8035221
11/26/18, 21.6667, 23.0813, 21.6667, 23.0667, 119882109.725187
11/23/18, 22.2897, 22.50, 21.7033, 21.722, 63039627.2262564
11/21/18, 23.4667, 23.54, 22.4933, 22.546, 70302116.9067068
11/20/18, 22.7833, 23.32, 22.2367, 23.166, 120070629.716892
11/19/18, 23.756, 24.45, 23.5253, 23.5647, 145633058.592145
11/16/18, 23.0127, 23.7133, 23.008, 23.6207, 108092860.243914
11/15/18, 22.822, 23.2387, 22.6027, 23.2293, 69385766.9470262
11/14/18, 22.8467, 23.1407, 22.4767, 22.9333, 75604301.6734107
11/13/18, 22.2107, 22.98, 22.1467, 22.582, 81728951.4039261
11/12/18, 23.2247, 23.3187, 22.0227, 22.0853, 104122840.418595
11/09/18, 23.2667, 23.60, 23.0153, 23.3673, 76482686.6347618
11/08/18, 23.2333, 23.8384, 23.2293, 23.4267, 106360105.320155
11/07/18, 22.8893, 23.412, 22.72, 23.2107, 110617825.132816
11/06/18, 22.6047, 23.2533, 22.406, 22.7373, 101443330.536493
11/05/18, 22.70, 22.9303, 22.0093, 22.76, 117465714.831508
11/02/18, 22.916, 23.28, 22.7273, 23.094, 117119574.846739
